Hugtök: is|Orðaflokkur: is|Kyn|Tala: is|Skilgreining: is|Skýring: is|Dæmi: is|Samheiti: is|Heimild: is|Sérsvið: is|Vísun/sjá einnig: is|Hugtak: en|Skilgreining: en|Skýring: en|Dæmi: en|Samheiti: en|Heimild: en|Sérsvið: en|Vísun/sjá einnig: en
rúm|na|hk|Eintala|||||||adjoint space, affine space, algebraic space, analytic space, Banach space, barrelled space, base space, \(B\)-space, cartesian space, characteristic space, classifying space, closed half-space, closed subspace, compact space, complete metric space, complex analytic space, complex linear space, complex number space, complex projective space, complex vector space, complex space, configuration space, conjugate space, coset space, covering space, cyclic space, discrete space, dual space, dual vector space, eigenspace, etale space, euclidean inner product space, euclidean space, factor space, fibre space, first countable space, Fréchet space, function space, half-space, Hausdorff space, hermitian space, hermitian inner product space, Hilbert space, homogeneous space, hyperbolic space, identification space, inner product space, invariant subspace, isotropic space, linear space, linear subspace, linear topological space, locally ringed space, loop space, mapping space, maximal ideal space, measurable space, measure space, metric space, Minkowski space, moduli space, multidimensional space, normal space, normed linear space, normed space, normed vector space, nuclear space, null-space, number space, one-point space, open half-space, open subspace, orbit space, oriented space, orthogonal space, parameter space, path space, phase space, pointed space, prehilbert space, probability space, product space, projective space, proper subspace, quotient space, ramified covering space, real analytic space, real linear space, real number space, real projective space, real vector space, reflexive Banach space, regular space, representation space, Riemannian space, ringed space, sample space, separable metric space, separable topological space, separated space, sequence space, sheaf space, solution space, state space, subspace, tangent space, topological linear space, topological space, topological vector space, tunnelled space, uniform space, unitary space, universal covering space, vector space|space|||||||
rúmheildi|na|hk|Eintala||||||||space integral||||volume integral|||
rúmpunktur|na|kk|Eintala||||punktur í rúmi||||space point|||||||
rúm-|ls||Eintala||||rúmstæður, rúmlægur||||spatial|||||||
rúmstæða|||Eintala||||stæða í rúmi||||spatial configuration|||||||
rúmhnit|na|kvk|Eintala||||||||spatial coordinates|||||||
raðfylgnistuðull Spearmans|na|kk|Eintala||||||||Spearman rank correlation coefficient|||||||
rófgreining|na|kvk|Eintala||||||||spectral analysis|||||||
rófliðun|na|kvk|Eintala||||||||spectral decomposition|||||||
rófheildi|na|hk|Eintala||||róftegur||||spectral integral|||||||
rófmál|na|hk|Eintala||||||||spectral measure|||||||
rófgeisli|sag||Eintala||||||||spectral radius|||||||
rófsetning|na|kvk|Eintala||||||||spectral theorem|||||||
róffræði|na|kvk|Eintala||||litrófsfræði||||spectral theory|||||||
róf|na|hk|Eintala||||litróf||||spectrum|||||||
reiknihending|na|kvk|Eintala||||lýsifall||||statistic|||||||
ræma|na|kvk|Eintala||||||||strip|||||||
rótarstæða|na|kvk|Eintala|||||||radical|surd|||||||
rökhenda|na|kvk|Eintala||||||||syllogism|||||||
reitur (í töflu)|na|kk|Eintala||||||||table cell||||cell|||
rim|na|kvk|Eintala||||||||transversal|||||||
réttur tölustafur|na|kk|Eintala|||||||significant digit|valid digit|||||||
rúmmál|na|hk|Eintala||||rúmtak, rýmd||||volume|||||||
rúmmálsform|na|hk|Eintala|||||||volume element|volume form|||||||
Russell-þversögn|na|kvk|Eintala||||||||paradox of Russell||||Russell's paradox|||
Riemann-krappaþinur|na|kk|Eintala||||Riemann-sveigjuþinur, krappaþinur Riemanns, sveigjuþinur Riemanns||||Riemann curvature tensor|||||||
Riemann-heildi|na|hk|Eintala||||Riemann-tegur||||Riemann integral||||Riemannian integral|||
Riemann-flötur|na|kk|Eintala||||||||Riemann surface||||Riemannian surface|||
Riemann-samgangur|na|kk|Eintala||||||||Riemannian connection|||||||
Riemann-víðátta|na|kvk|Eintala||||||||Riemannian manifold||||Riemannian space|||
Riemann-firð|na|kvk|Eintala||||||||Riemannian metric|||||||
Riemann-Stieltjes-heildi|na|hk|Eintala||||Riemann-Stieltjes-tegur||||Riemann-Stieltjes integral|||||||
Riesz-framsetningarsetning|na|kvk|Eintala||||||||Riesz representation theorem|||||||
stytt margföldun|na|kvk|Eintala||||stuttamargföldun||||abbreviated multiplication||||abridged multiplication, short multiplication|||
samleitnimark|na|hk|Eintala||||samleitniláhnit||||abscissa of convergence|||||||
sértekinn|ls|kk|Eintala||||||||abstract|||||||
sértækur|ls|kk|Eintala||||óhlutbundinn, hlutfirrtur||||abstract|||||||
sértak|na|hk|Eintala||||||||abstraction|||||||
sértekning|na|kvk|Eintala||||hlutfirring||||abstraction|||||||
strik|na|hk|Eintala||||merki||||accent||||dash, prime|||
safnast fyrir|sag||Eintala||||hlaðast upp||||accumulate|||||||
samleggjandi|na|kk|Eintala||||liður||||addend||||summand, term|||
samlagning|na|kvk|Eintala||||||||addition|||||||
samlagningarregla|na|kvk|Eintala||||||||addition formula||||addition theorem|||
samlagningartafla|na|kvk|Eintala||||||||addition table|||||||
samlagningarsetning|na|kvk|Eintala||||||||addition theorem|||||||
samlagningar-|ls||Eintala||||||||additive|||||||
samlagningarríki|sag||Eintala||||||||additive category|||||||
samlagningargrúpa|na|kvk|Eintala||||||||additive group|||||||
samlagningarhlutleysa|na|kvk|Eintala||||núllstak, núll||||additive identity||||null, null element, zero, zero element|||
samlagningarumhverfa|na|kvk|Eintala||||samlagningarandhverfa|||inverse|additive inverse|||||||
slembiferli með óháðum viðbótum|na|hk|Eintala||||||||additive process||||stochastic process with independent increments|||
samlagningarlokaður|ls|kk|Eintala||||lokaður með tilliti til samlagningar||||additively closed|||||||
skiptihlutfall|na|hk|Eintala||||||||affine ratio||||division ratio|||
safn|na|hk|Eintala||||mengi||||aggregate|||||||
stefnubundin fjarlægð|na|kvk|Eintala||||||||algebraic distance||||directed distance, signed distance|||
sérfræðingur í algebru|na|kk|Eintala||||||||algebraist||||algebrist|||
stafrófsröð|na|kvk|Eintala||||stafrófsröðun||||alphabetical order||||dictionary order, lexicographic order, lexicographical order|||
sundurgreining|na|kvk|Eintala||||greining, krufning||||analysis|||||||
samfylgnigreining|na|kvk|Eintala||||samvikagreining||||analysis of covariance||||covariance analysis|||
sérfræðingur í stærðfræðigreiningu|na|kk|Eintala||||||||analyst|||||||
stoðhending|na|kvk|Eintala||||hjálparhending||||ancillary statistic|||||||
samlagning horna|na|kvk|Eintala||||hornasamlagning||||angle addition|||||||
samsíðuhorn|na|hk|Eintala||||||||angle of parallelism||||parallel angle|||
stofnfall|na|hk|Eintala|||||||indefinite integral|antiderivative||||primitive|||
sundurlægir atburðir|na|kk|Fleirtala||||||||antithetic events||||incompatible events, mutually disjoint events, mutually exclusive events|||
skáhæð|na|kvk|Eintala||||||||apothem||||slant height|||
súlurit|na|hk|Eintala||||stuðlarit|||bar chart, bar diagram, bar graph, block diagram, column diagram|area histogram||||histogram|||
strjál dreifing|na|kvk|Eintala||||||||arithmetic distribution||||discrete distribution|||
stæðafjöldi|na|kk|Eintala||||||||arity||||rank|||
stígandi|ls|kk|Eintala||||vaxandi||||ascending|||||||
stígandi keðja|ls|kvk|Fleirtala||||vaxandi keðja||||ascending chain|||||||
skilyrði um vaxandi keðjur|na|kvk|Fleirtala||||skilyrði um stígandi keðjur|||a. c. c.\ekkipunktur|ascending chain condition|||||||
safn|na|hk|Eintala||||samsafn, mengi|||collection, set|assemblage|||||||
staðhæfing|na|kvk|Eintala|||||||statement, proposition, sentence|assertion|||||||
stjarna|na|kvk|Eintala||||||||asterisk|||||||
stjörnuferill|na|kk|Eintala||||||||asteroid||||astroid|||
sjálfvirkjafræði|na|kvk|Eintala||||||||automata theory|||||||
sjálfvirkur|ls|kk|Eintala||||||||automatic|||||||
sjálfstýring|na|kvk|Eintala||||||||automatic control|||||||
sjálfvirki|na|kk|Eintala||||||||automaton|||||||
sjálfmóta fall|na||Eintala||||||||automorphic function|||||||
sjálfmótun|na|kvk|Eintala||||||||automorphism|||||||
sjálfmótanagrúpa|na|kvk|Eintala||||||||automorphism group|||||||
samsniðafrumsenda|na|kvk|Eintala||||||||axiom of congruence||||congruence axiom|||
samfellufrumsenda|na|kvk|Eintala||||samfellufrumsetning, samfelldnifrumsenda, samfelldnifrumsetning|||Cantor continuity axiom, Dedekind continuity axiom|axiom of continuity||||continuity axiom|||
stofnfrumsenda|na|kvk|Eintala||||stofnfrumsetning, frumsenda um stofn, frumsetning um stofn, regluleikafrumsenda, regluleikafrumsetning||||axiom of foundation||||axiom of regularity, regularity axiom|||
samsíðufrumsenda|na|kvk|Eintala||||samsíðufrumsetning, frumsetning um samsíða línur, frumsenda um samsíða línur||||axiom of parallels||||parallel postulate|||
sammengisfrumsenda|na|kvk|Eintala||||sammengisfrumsetning, frumsenda um sammengi, frumsetning um sammengi||||axiom of union|||||||
sjónhorfsás|na|kk|Eintala||||||||axis of perspectivity|||||||
snúningsás|na|kk|Eintala||||möndull|||axis|axis of revolution||||axis of rotation, rotational axis|||
samhvarfsás|na|kk|Eintala||||samhverfuás||||axis of symmetry|||||||
stöplarit|na|hk|Eintala|||||||area histogram, block diagram, histogram|bar diagram||||bar chart, bar graph, column diagram|||
spannmengi (íðals)|na||Eintala||||íðalspannmengi, framleiðandi mengi, spannandi mengi|||set of generators|base||||basis, ideal base, ideal basis|||
spannmengi|na||Eintala||||íðalspannmengi, framleiðandi mengi, spannandi mengi|||set of generators|basis||||base, ideal base, ideal basis|||
stórt ríki|ls|hk|Eintala||||||||big category|||||||
spegilsamhvarf|na|hk|Eintala||||spegilsamhverfni, sléttusamhverfni, tvíhvarf, tvíhverfni, tvíhliða samhvarf, tvíhliða samhverfni||||bilateral symmetry|||||||
spegilsamhverfur|na|kvk|Fleirtala||||||||bilaterally symmetric|||||||
samblástur|na|kk|Eintala||||||||blowing-down|||||||
snúður|na|kk|Eintala||||snúðþykkvi||||body of revolution||||body of rotation, revolution solid, solid of revolution, solid of rotation|||
skorðurúm|na|hk|Eintala||||||||bornological space|||||||
skorðumynstur|na|hk|Eintala||||||||bornology|||||||
skorða|na|kvk|Eintala||||takmörkun|||error bound, lower bound, upper bound, greatest lower bound, least upper bound|bound|||||||
skorðun|na|kvk|Eintala||||||||boundedness|||||||
skúffuregla Dirichlets|na|kvk|Eintala||||skúffuregla||||box principle||||Dirichlet's box principle, drawer principle of Dirichlet, pigeon-hole principle|||
skammtímaferill|na|kk|Eintala|||||||cycloid|brachistochrone|||||||
stytta|sag|kvk|Eintala||||stytta út, stytta burt|||reduce|cancel|||||||
styttanleiki|na||Eintala||||||||cancellability|||||||
styttanlegur|ls|kk|Eintala||||||||cancellable|||||||
styttanlegt stak|na|hk|Eintala||||||||cancellable element||||regular element|||
stytting|na|kvk|Eintala|||||||reduction|cancellation|||||||
styttingarskekkja|na|kvk|Eintala||||||||cancellation error|||||||
styttiregla|na|kvk|Eintala||||||||cancellation law|||||||
styttin hálfgrúpa|na||Eintala||||||||cancellation semigroup|||||||
styttinn|ls||Eintala||||||||cancellative|||||||
sjálfgefin lausn|na|kvk|Eintala||||||||canonical solution|||||||
samfellufrumsenda Cantors|na|kvk|Eintala||||samfellufrumsetning Cantors, samfelldnifrumsenda Cantors, samfelldnifrumsetning Cantors||||Cantor continuity axiom|||||||
sígild mengjafræði|na|kvk|Eintala||||mengjafræði Cantors|||naive set theory|Cantorian set theory||||classical set theory|||
samfellutilgáta Cantors|na|kvk|Eintala|||||||continuum hypothesis, general continuum hypothesis, generalized continuum hypothesis|Cantor's continuum hypothesis|||||||
samlagning fjöldatalna|na|kvk|Eintala||||||||cardinal addition|||||||
stoð|na|kvk|Eintala||||||||carrier||||support|||
skipting í tilfelli|na|kvk|Eintala||||skipting í tilvik||||case division|||||||
skammhlið|na|kvk|Eintala||||||||cathetus||||leg, small side|||
skýringabreyta|na|kvk|Eintala||||||||cause variable||||explanatory variable|||
skert dreifing|na|kvk|Eintala||||||||censored distribution|||||||
skerðing|na|kvk|Eintala||||||||censoring|||||||
sjónhorfsmótun|na|kvk|Eintala||||sjónhorfsfærsla||||central collineation||||homology, perspective collineation|||
sjálfhverfumiðja|na|kvk|Eintala||||||||centre of involution|||||||
sjónhorfsmiðja|na|kvk|Eintala|||||||centre of perspectivity|centre of perspective||||centre of vision|||
skautunarmiðja|na|kvk|Eintala||||||||centre of polarity|||||||
samhverfumiðja|na|kvk|Eintala||||samhvarfsmiðja||||centre of symmetry||||symmetry centre|||
stöðluð dreifing|na|kvk|Eintala||||||||centred and normed distribution||||standardized distribution|||
samsett þríliða|na|kvk|Eintala||||||||chain method||||compound rule of three|||
stafur|na|kk|Eintala||||bókstafur, tákn||||character|||||||
staðhnitakerfi|na|hk|Eintala||||staðhnit, kort|||local coordinate|chart||||coordinate patch, local coordinate system|||
stýfa|sag|kvk|Eintala||||||||chop||||truncate|||
stýfing|na|kvk|Eintala||||||||chopping||||truncation|||
strengur|na|kk|Eintala||||||||chord|||||||
snertistrengur|na||Eintala||||||||chord of contact|||||||
streng-|ls||Eintala||||||||chordal|||||||
strengfirð|na||Eintala||||||||chordal metric|||||||
skyndiúrtak|na|hk|Eintala||||||||chunk sample|||||||
snertihringur|na||Eintala||||||||circle of contact|||||||
samleitnihringskífa|||Eintala||||||||circle of convergence|||||||
samleitnihringur|na|kk|Eintala||||||||circle of convergence|||||||
skífurit|na|hk|Eintala||||||||circular chart||||circular graph, pie chart, pie graph|||
snúðkeila|na|kvk|Eintala||||hringkeila|||cone of revolution, right circular cone|circular cone|||||||
snúðkeiluflötur|na|kk|Eintala||||hringkeiluflötur||||circular conical surface|||||||
snúðsívalningur|na|kk|Eintala||||hringsívalningur|||right circular cylinder|circular cylinder|||||||
snúðsívalningsflötur|na|kk|Eintala||||hringsívalningsflötur||||circular cylindrical surface|||||||
skrúflína|na|kvk|Eintala||||gormur||||circular helix||||cylindrical helix, helical curve, helix, screw, screw line|||
sigð|na|kvk|Eintala||||hringbogasigð||||circular lune|||||||
snúðhjólflötur|na|kk|Eintala|||||||torus|circular torus|||||||
stórgeisli|na||Eintala||||umgeisli, geisli umritaðs hrings, geisli umritaðrar kúlu||||circumradius||||long radius|||
sígild grúpa|na|kvk|Eintala||||||||classical group|||||||
sígild rökfræði|na|kvk|Eintala||||||||classical logic|||||||
sígild aflfræði|na|kvk|Eintala||||||||classical mechanics|||||||
sígild yrðingarökfræði|na|kvk|Eintala||||||||classical propositional logic|||||||
setning um lokað varprit|na|kvk|Eintala||||||||closed graph theorem|||||||
spunaferill|na|kk|Eintala||||||||clothoid||||Cornu spiral|||
samása|ls||Eintala||||||||coaxial||||coaxal|||
stak|na|hk|Eintala||||stuðull||||coefficient||||element, entry|||
stuðull|na|kk|Eintala||||||||coefficient|||||||
stuðlafylki|na|hk|Eintala||||||||coefficient matrix|||||||
stríkkunarstuðull|na||Eintala||||||||coefficient of dilatation|||||||
seintekinn|ls|kk|Eintala|||||||coinitial|cofinal|||||||
samheldni|na|kvk|Eintala||||||||coherence|||||||
samheldinn|na|kk|Eintala||||||||coherent|||||||
samlega|na||Eintala||||||||coincidence|||||||
samfallandi|ls||Eintala||||||||coincident|||||||
snemmtekinn|ls|kk|Eintala|||||||cofinal|coinitial|||||||
safn|na|hk|Eintala||||samsafn, mengi|||assemblage, set|collection|||||||
samlína|ls|kvk|Eintala||||á sömu línu||||collinear|||||||
samlínuleiki|na||Eintala||||línulega ({\it kvk.})||||collinearity|||||||
samlínumótun|na|kvk|Eintala||||samlínuvörpun|||linear projective mapping, projectivity, projective mapping, projective transformation|collineation||||collineatory transformation, homography|||
samleguaðferð|na|kvk|Eintala||||||||collocation method|||||||
samantekt|na|kvk|Eintala||||samtak, samtekt|||convex linear combination, linear combination, subset|combination|||||||
samtakarúmfræði|na|kvk|Eintala||||samtektarúmfræði, flétturúmfræði||||combinatorial geometry|||||||
strjál bestun|na|kvk|Eintala||||||||combinatorial programming||||discrete programming|||
samtakagrannfræði|na|kvk|Eintala||||samtektagrannfræði, fléttugrannfræði||||combinatorial topology|||||||
sameinað úrtak|na|hk|Eintala||||||||combined sample|||||||
sammælanleiki|na||Eintala||||||||commensurability|||||||
sammælanlegur|ls|kk|Eintala||||||||commensurable|||||||
samnefnari|na|kk|Eintala||||||||common denominator|||||||
samdeilir|sag||Eintala|||||||greatest common divisor|common divisor||||common measure|||
sameiginlegur þáttur|na|kk|Eintala||||||||common factor|||||||
samþáttur|na|kk|Eintala||||sameiginlegur þáttur||||common factor|||||||
sameiginlegt mál|na|hk|Eintala||||||||common measure|||||||
samfeldi|sag||Eintala||||sameiginlegt margfeldi|||least common multiple|common multiple|||||||
sameiginleg lóðlína|na|kvk|Eintala||||sameiginleg þverlína|||perpendicular|common perpendicular|||||||
samanburðarsetning|na|kvk|Eintala||||||||comparability theorem|||||||
sambærilegur|ls|kk|Eintala||||||||comparable|||||||
samanburður|na|kk|Eintala||||||||comparison|||||||
samanburðarpróf|na|hk|Eintala||||||||comparison test||||majorant criterion|||
samrýmanleiki|na||Eintala||||||||compatibility|||||||
samrýmanlegur|ls|kk|Eintala||||||||compatible|||||||
stranglega margfeldinn|||Eintala||||||||completely multiplicative|||||||
samok|na|hk|Eintala||||samoka fall||||complex conjugate||||conjugate|||
samok|na|hk|Eintala||||samoka tala, samoka tvinntala||||complex conjugate||||conjugate, conjugate complex number|||
