Hugtök: is,Orðaflokkur: is,Kyn,Tala: is,Skilgreining: is,Skýring: is,Dæmi: is,Samheiti: is,Heimild: is,Sérsvið: is,Vísun/sjá einnig: is,Hugtak: en,Skilgreining: en,Skýring: en,Dæmi: en,Samheiti: en,Heimild: en,Sérsvið: en,Vísun/sjá einnig: en,id
andhverfa (vörpunar),na,,Eintala,"\textit{Andhverfa} <ref idTerm=3282>vörpunar</ref> \(f: X \to Y\) er vörpun \(g: Y \to X\) þannig að <ref idTerm=4518>samskeyting</ref> varpananna \(f\) og \(g\) annars vegar og \(g\) og \(f\) hins vegar sé viðeigandi <ref idTerm=4498>samsemdarvörpun</ref>, þ.e. \[ g \circ f = \mathrm{id}_X \quad \text{og} \quad f \circ g = \mathrm{id}_Y. \] Andhverfa \(f\) er táknuð með \(f^{-1}\).","Ef slík vörpun \(g\) er til <ref idTerm=3932>ákvarðast hún ótvírætt</ref> af þessum <ref idTerm=4797>skilyrðum</ref>. Vörpun \(f: X \to Y\) er andhverfanleg ef og aðeins ef hún er <ref idTerm=1586>gagntæk</ref>.\n\nSkilyrðin tvö í skilgreiningunni segja með öðrum orðum að fyrir sérhver \(x \in X\) og \(y \in Y\) gildi að \[ f^{-1}(f(x)) = x \quad \text{og} \quad f(f^{-1}(y)) = y. \] Þetta sýnir að andhverfan \(f^{-1}\) hefur einmitt öfuga verkun við \(f\), því \(f\) varpar <ref idTerm=5128>stakinu</ref> \(x \in X\) í stakið \(f(x) \in Y\) og \(f^{-1}\) varpar stakinu \(f(x)\) aftur í upphaflega stakið \(x\) skv. fyrri jöfnunni. Sömuleiðis hefur \(f\) öfuga verkun við \(f^{-1}\), því \(f^{-1}\) varpar stakinu \(y \in Y\) í stakið \(f^{-1}(y) \in X\) og \(f\) varpar stakinu \(f^{-1}(y)\) aftur í upphaflega stakið \(y\) skv. seinni <ref idTerm=2478>jöfnunni</ref>. Áhrifin af því að beita \(f\) og \(f^{-1}\) hvorri á eftir annarri eru því engin, sem endurspeglast í <ref idTerm=6050>Venn-myndinni</ref> að neðan:\n\n\begin{center}\n\includegraphics[width=150px]{myndir/andhverfa_vorpunar.png}\n\end{center}",,andhverf vörpun,,,inverse,inverse mapping,,,,,,,,273
andhverfður,ls,kk,Eintala,,,,umhverfður,,,,inverted,,,,,,,,275
andhverfing,na,kvk,Eintala,,,,,,,,converse,,,,converse conditional,,,,276
andhverft breiðbogafall,na,hk,Eintala,,,,,,,,antihyperbolic function,,,,"area-hyperbolic function, inverse hyperbolic function",,,,277
andhverfuformúla,na,,Eintala,,,,andhverfuformkorn,,,,inversion formula,,,,,,,,278
andhverfur,ls,kk,Eintala,,,,,,,,(of a mapping) inverse,,,,,,,,279
andhverfuregla Fouriers,na,kvk,Eintala,,,,,,,,Fourier inversion formula,,,,,,,,284
andhverfur breiðbogakósínus,na,kk,Eintala,,,,,,,,area-hyperbolic cosine,,,,inverse hyperbolic cosine,,,,280
andhverfur breiðbogakótangens,na,kk,Eintala,,,,,,,,area-hyperbolic cotangent,,,,inverse hyperbolic cotangent,,,,281
andhverfur breiðbogasínus,na,kk,Eintala,,,,,,,,area-hyperbolic sine,,,,inverse hyperbolic sine,,,,282
andhverfur breiðbogatangens,na,kk,Eintala,,,,,,,,area-hyperbolic tangent,,,,inverse hyperbolic tangent,,,,283
andhverfusetning,na,kvk,Eintala,,,,,,,,inverse mapping theorem,,,,,,,,285
andhverf vensl,na,hk,Fleirtala,,,,,,,,(of a relation) dual,,,,inverse relation,,,,269
andhverf vensl,na,hk,Fleirtala,,,,,,,,inverse relation,,,,dual,,,,6552
andinnanmótun,na,kvk,Eintala,,,,,,,,antiendomorphism,,,,,,,,286
andlínulegur,ls,kk,Eintala,,,,,,,,antilinear,,,,conjugate linear,,,,287
andlogri,na,kk,Eintala,,,,,,,,antilogarithm,,,,inverse logarithm,,,,288
andrárástand,na,hk,Eintala,,,,,,,,instantaneous state,,,,,,,,289
andsamhverft fall,na,hk,Eintala,,,,oddhverft fall,,,alternating function,antisymmetric function,,,,,,,,293
andsamhverft fylki,na,hk,Eintala,,,,,,,alternating matrix,antisymmetric matrix,,,,,,,,294
andsamhverft tvílínulegt form,na,hk,Eintala,,,,oddhverft tvílínulegt form,,,"alternating bilinear form, inner product, scalar product",antisymmetric bilinear form,,,,skew-symmetric bilinear form,,,,295
andsamhverfur,ls,kk,Eintala,,,,,,,asymmetric,(of a relation) antisymmetric,,,,antisymmetrical,,,,296
andsamhverfur,ls,kk,Eintala,,,,oddhverfur,,,,(of a multilinear mapping) antisymmetric,,,,"antisymmetrical, skew-symmetric, skew-symmetrical",,,,297
andsamhverfur,ls,kk,Eintala,,,,oddhverfur,,,,skew-symmetric,,,,"skew-symmetrical, antisymmetric",,,,6553
andsamhverf marglínuleg vörpun,na,kvk,Eintala,,,,oddhverf marglínuleg vörpun,,,,antisymmetric multilinear mapping,,,,,,,,6554
andsamhverf vensl,na,hk,Fleirtala,,,,,,,,antisymmetric relation,,,,,,,,6555
andsammótun,na,kvk,Eintala,,,,andmótun,,,,antihomomorphism,,,,,,,,298
andsamsíða,ls,,Eintala,,,,,,,,antiparallel,,,,,,,,299
andsamsíðungur,na,kk,Eintala,,,,ferhyrningur með engar hliðar samsíða,,,,trapezoid,,,,trapezium,,,,300
andsjálfhverfur,ls,kk,Eintala,,,,,,,,antireflexive,,,,"inflexive, irreflective, irreflexive",,,,301
andsjálfmótun,na,kvk,Eintala,,,,,,,,antiautomorphism,,,,,,,,302
andsælis,ls,,Eintala,,,,rangsælis,,,,anticlockwise,,,,counterclockwise,,,,290
andvíxill,na,kk,Eintala,,,,,,,,anticommutator,,,,,,,,303
andvíxlanlegur,ls,kk,Eintala,,,,,,,,anticommutative,,,,,,,,304
andvíxlast,sag,,,,,,,,,,anticommute,,,,,,,,305
andvíxlinn,ls,kk,Eintala,,,,,,,,anticommutative,,,,,,,,306
andvíxlunarjafna,na,kvk,Eintala,,,,,,,,anticommutation relation,,,,,,,,307
annað meginform,na,hk,Eintala,,,,annað undirstöðuform,,,,second fundamental form,,,,,,,,308
annarrar raðar,ls,,Eintala,,,,,,,,second-order,,,,,,,,309
annarrar stéttar,ls,,Eintala,,,,,,,,second-order,,,,,,,,310
annars stigs,ls,,Eintala,,,,,,,,second-order,,,,,,,,311
annars stigs algebruflötur,na,kk,Eintala,,,,,,,,second-order algebraic surface,,,,,,,,312
annars stigs ferill,na,kk,Eintala,,,,,,,,quadric,,,,,,,,313
annars stigs ferill,na,kk,Eintala,,,,ferningsferill,,,conic section,quadratic curve,,,,"quadric, quadric curve",,,,314
annars stigs háflötur,na,kk,Eintala,,,,ferningsháflötur,,,,hyperquadric,,,,quadric,,,,315
annars stigs jafna,na,,Eintala,,,,ferningsjafna,,,,quadratic equation,,,,"quadratic, quadric",,,,6557
annars stigs jafna,na,,Eintala,,,,"ferningsjafna, annars stigs flötur",,,,quadric,,,,"quadratic, quadratic equation",,,,6558
annars stigs margliða,na,kvk,Eintala,<ref idTerm=1948>Margliða</ref> af <ref idTerm=5161>stigi</ref> 2.,Til þess að reikna <ref idTerm=4254>rætur</ref> annars stigs margliðu á forminu \(ax^2 + bx + c\) má nota <ref idTerm=2811>lausnarformúluna</ref>\n\n\[ \frac{-b \pm \sqrt{b^2-4ac}}{2a}. \] \n\nÞessi formúla er oft kölluð \(D\)-reglan vegna þess að iðulega er ritað \(D=b^2-4ac\) en fjöldi <ref idTerm=4093>rauntölulausna</ref> á <ref idTerm=2478>jöfnunni</ref> \(ax^2 + bx + c=0\) ákvarðast algjörlega af gildinu \(D\) sem kallast \textit{aðgreinir} eða \textit{greinir},,ferningsmargliða,,,,quadratic polynomial,,,,,,,,316
annars stigs nálgun,na,kvk,Eintala,,,,,,,,parabolic approximation,,,,,,,,317
annars stigs sviðsútvíkkun,na,kvk,Eintala,,,,"ferningssviðsútvíkkun, annars stigs sviðsvíkkun, ferningssviðsvíkkun",,,,quadratic field extension,,,,,,,,318
annars stigs,,,,,,,fernings-,,,,quadratic,,,,quadric,,,,319
arfgengur eiginleiki,na,kk,Eintala,,,,,,,,hereditary property,,,,,,,,322
arftekið grannmynstur,na,hk,Eintala,,,,,,,,induced topology,,,,,,,,323
arftekið hlutnet,na,hk,Eintala,,,,einskorðað hlutnet,,,,induced subgraph,,,,,,,,324
arftekinn,ls,kk,Eintala,,,,einskorðaður,,,,induced,,,,,,,,325
arkarfall,na,hk,Eintala,,,,bogafall,,,,antitrigonometric function,,,,"arc-trigonometric function, cyclometric function, inverse circular function, inverse trigonometric function",,,,326
arkarkósínus,na,kk,Eintala,,,,,,,,arc cosine,,,,inverse cosine,,,,327
arkarkótangens,na,kk,Eintala,,,,,,,,arc cotangent,,,,inverse cotangent,,,,328
arkarsínus,na,kk,Eintala,,,,,,,,arc sine,,,,inverse sine,,,,329
arkartangens,na,kk,Eintala,,,,,,,,arc tangent,,,,inverse tangent,,,,330
arkimedískt algildi,na,,Eintala,,,,arkimedísk virðing,,,"absolute value, valuation",Archimedean valuation,,,,Archimedean absolute value,,,,331
arkimedískt raðsvið,na,hk,Eintala,,,,arkimedískt raðað svið,,,,Archimedean ordered field,,,,,,,,332
armur,na,kk,Eintala,,,,,,,,(of a trapezoid) arm,,,,"lateral side, leg, side",,,,333
asnabrú,na,kvk,Eintala,,,,,,,,pons asinorum,,,,,,,,337
atburðaalgebra,na,kvk,Eintala,,,,,,,,algebra of events,,,,,,,,353
atburður (í líkindafræði),na,kk,Eintala,,,,tilviljanakenndur atburður,,,,chance event,,,,random event,,,,354
atburður,na,,Eintala,,,,"atvik, tilvik",,,,event,,,,,,,,355
athugun,na,kvk,Eintala,,,,,,,,observation,,,,,,,,357
atlas,na,hk,Eintala,,,,kortasafn,,,,atlas,,,,,,,,358
atóm,na,hk,Eintala,,,,,,,"elementary event, simple event",atom,,,,,,,,359
atómlaust mál,na,hk,Eintala,,,,,,,,non-atomic measure,,,,,,,,360
auðkenning,na,,Eintala,,,,greinimark,,,,criterion,,,,,,,,382
auðugt vigurbundin,ls,kvk,Eintala,,,,,,,,ample vector bundle,,,,,,,,383
auðugur,ls,kk,Eintala,,,,,,,very ample,ample,,,,,,,,384
augljós,ls,,Eintala,,,,,,,,trivial,,,,,,,,385
augljósleiki,na,kk,Eintala,,,,,,,,triviality,,,,,,,,387
augljóst bundin,ls,kvk,Eintala,,,,,,,,trivial bundle,,,,,,,,388
augljóst grannmynstur,na,hk,Eintala,,,,fábrotið grannmynstur,,,,trivial topology,,,,,,,,389
augljós lausn,na,kvk,Eintala,,,,,,,zero solution,trivial solution,,,,,,,,386
aukahending,na,kvk,Eintala,,,,,,,,auxiliary statistic,,,,,,,,390
aukahornalína,na,kvk,Eintala,,,,,,,,secondary diagonal,,,,,,,,391
aukahringur,na,kk,Eintala,,,,aukahvirfilhringur,,,"eccentric circle, major circle",minor circle,,,,,,,,392
aukahvirfilpunktur,na,kk,Eintala,,,,,,,vertex,secondary vertex,,,,,,,,393
aukaskilyrði,na,hk,,,,,hliðarskilyrði,,,,side condition,,,,,,,,394
aukið fylki,na,hk,Eintala,,,,,,,,augmented matrix,,,,,,,,395
aukinn,ls,kk,Eintala,,,,,,,,augmented,,,,,,,,396
autt sæti,na,hk,Eintala,,,,,,,,blank,,,,"Leerstelle, vacant place",,,,397
áhætta,na,kvk,Eintala,,,,,,,"risk of the first kind, risk of the second kind",risk,,,,,,,,142
áhætta neytandans,na,kvk,Eintala,,,,,,,,consumer's risk,,,,,,,,143
áhættufall,na,hk,Eintala,,,,,,,,risk function,,,,,,,,144
áhættufræði,na,kvk,Eintala,,,,,,,,risk theory,,,,,,,,145
áhættuleikur,na,kk,Eintala,,,,,,,,game of chance,,,,"gamble, game of hazard",,,,146
ákvarðaður,ls,kk,Eintala,,,,,,,,determinate,,,,,,,,147
ákvarðanafræði,na,kvk,Eintala,,,,,,,,decision theory,,,,,,,,148
ákvarðanlegur,ls,kk,Eintala,,,,úrskurðanlegur,,,,decidable,,,,,,,,149
ákveða,na,kvk,Eintala,,,,,,,det,determinant,,,,,,,,150
ákveðið heildi,na,hk,Eintala,,,,ákveðið tegur,,,,definite integral,,,,,,,,151
ákveðnipunktur,na,kk,Eintala,,,,,,,,point of determinacy,,,,,,,,152
ákveðujafna,na,kvk,Eintala,,,,,,,,determinantal equation,,,,,,,,154
ákveðu-,pref,,,,,,,,,,determinantal,,,,,,,,153
ákvörðun,na,kvk,Eintala,,,,,,,,decision,,,,,,,,155
ákvörðunaraðferð,na,kvk,Eintala,,,,,,,,decision procedure,,,,,,,,156
ákvörðunarfall,na,hk,Eintala,,,,,,,,decision function,,,,,,,,157
ákvörðunarferli,na,hk,Eintala,,,,,,,,decision process,,,,,,,,158
ákvörðunarverkefni,na,hk,Eintala,,,,,,,,decision problem,,,,decidability problem,,,,159
ályktunartölfræði,na,kvk,Eintala,,,,,,,,statistical inference,,,,,,,,252
álægur,ls,kk,Eintala,,,,,,,,incident,,,,,,,,160
ámóta,ls,,,,,,,,,,epimorphic,,,,epic,,,,253
ámóta,ls,,,,,,,,,,(of a matrix) similar,,,,,,,,254
ámóta fylki,na,hk,Eintala,,,,,,,,similar matrix,,,,,,,,255
ámótun,na,kvk,Eintala,,,,,,,,epimorphism,,,,,,,,256
ámyndun,na,kvk,Eintala,,,,,,,immersion,submersion,,,,,,,,257
án formerkis,,,,,,,,,,,signless,,,,unsigned,,,,258
án skerðingar á víðgildi,,,,,,,,,,,without loss of generality,,,,,,,,259
áreiðanleiki,na,kk,Eintala,,,,,,,,accuracy,,,,,,,,320
áreiðanleiki,na,kk,Eintala,,,,,,,,reliability,,,,,,,,321
ás,na,kk,Eintala,,,,,,,coordinate axis,axis,,,,,,,,335
ássamhvarf,na,,Eintala,,,,ássamhverfni,,,,(a property) axial symmetry,,,,,,,,338
ássamhverfing,na,kvk,Eintala,,,,ássamhverfa,,,,(an operation) axial symmetry,,,,,,,,339
ássamhverfur,na,kk,Eintala,,,,,,,,axially symmetric,,,,,,,,340
ássamlínumótun,na,kvk,Eintala,,,,,,,,axial collineation,,,,,,,,341
ássnið,na,hk,Eintala,,,,,,,,intercept,,,,,,,,342
ástand,na,hk,Eintala,,,,,,,,condition,,,,,,,,343
ástand,na,hk,Eintala,,,,,,,state,situation,,,,,,,,344
ástandsrúm,na,hk,Eintala,,,,,,,,state space,,,,,,,,346
ástandstala,na,kvk,Eintala,,,,,,,,condition number,,,,,,,,347
ástandsvigur,na,kk,Eintala,,,,,,,,state vector,,,,,,,,348
ástand,na,hk,Eintala,,,,stand,,,,state,,,,,,,,345
ásvigur,na,kk,Eintala,,,,snúningsvigur,,,,axial vector,,,,,,,,349
ás,na,kk,Eintala,,,,möndull,,,axis of revolution,axis,,,,,,,,336
átekt,na,kvk,Eintala,,,,átaka,,,,surjectivity,,,,,,,,356
áttaður,ls,kk,Eintala,,,,,,,,oriented,,,,,,,,363
áttaður hringur,na,kk,Eintala,,,,,,,,(oriented circle) cycle,,,,oriented circle,,,,364
áttaður,ls,kk,Eintala,,,,"stefndur, stefnubundinn",,,,directed,,,,oriented,,,,365
áttað horn,na,hk,Eintala,,,,"stefnt horn, snúningshorn",,,,directed angle,,,,oriented angle,,,,361
áttað rúm,na,hk,Eintala,,,,,,,,oriented space,,,,,,,,362
áttanlegur,ls,kk,Eintala,,,,,,,,orientable,,,,,,,,366
áttanleiki,na,kk,Eintala,,,,,,,,orientability,,,,,,,,367
áttflötungur,na,kk,Eintala,,,,,,,,octahedron,,,,,,,,368
átthyrningstala,na,kvk,Eintala,,,,átthyrnd tala,,,figurate number,octagonal number,,,,,,,,369
átthyrningur,na,kk,Eintala,,,,,,,,octagon,,,,,,,,370
áttrækinn,ls,kk,Eintala,,,,,,,,orientation-preserving,,,,,,,,372
áttrækin einsfirðun,na,kvk,Eintala,,,,,,,"proper orthogonal transformation, rotation",orientation-preserving isometry,,,,,,,,371
áttskiptinn,ls,kk,Eintala,,,,,,,,orientation-reversing,,,,,,,,374
áttskiptin einsfirðun,na,kvk,Eintala,,,,,,,"improper orthogonal transformation, reversal, rotary reflection",orientation-reversing isometry,,,,,,,,373
áttuð slétta,na,kvk,Eintala,,,,,,,,oriented plane,,,,,,,,375
áttuð víðátta,na,kvk,Eintala,,,,,,,,oriented manifold,,,,,,,,376
áttun,na,kvk,Eintala,,,,,,,,orientation,,,,,,,,377
áttundakerfi,na,hk,Eintala,,,,,,,,octal numeration system,,,,,,,,379
áttundareikningur,na,kk,Eintala,,,,,,,,octal arithmetic,,,,,,,,380
áttunda-,pref,,,,,,,,,,octal,,,,octonary,,,,378
áttungur,na,kk,Eintala,,,,,,,,octant,,,,,,,,381
átækur,ls,kk,Eintala,,,,,,,,onto,,,,surjective,,,,352
átæk mótun,na,kvk,Eintala,,,,átæk sammótun,,,epimorphism,onto homomorphism,,,,surjective homomorphism,,,,350
átæk vörpun,na,kvk,Eintala,"<ref idTerm=3282>Vörpun</ref> sem hefur allt <ref idTerm=74>bakmengið</ref> sem <ref idTerm=3417>myndmengi</ref>, þ.e. vörpun \(f:X \to Y\) sem uppfyllir \(f(X)=Y\).","Fyrir sérhverja vörpun \(f: X \to Y\) gildir að \(f(X)\) er <ref idTerm=2098>hlutmengi</ref> í \(Y\), svo til að sýna að \(f\) sé átæk nægir að sýna að \(Y\) sé líka hlutmengi í \(f(X)\). Það er gert með því að sýna að sérhvert <ref idTerm=5128>stak</ref> \(y \in Y\) sé gildi vörpunarinnar \(f\), þ.e. að fyrir sérhvert \(y \in Y\) sé til \(x \in X\) þannig að \(f(x) = y\).\n\n<ref idTerm=6050>Venn-myndirnar</ref> að neðan sýna tvær varpanir \(f: X \to Y\) og \(g: Z \to W\). Vörpunin \(f\) er átæk því sérhvert stak í \(Y\) er gildi vörpunarinnar \(f\). Hins vegar er \(g\) ekki átæk því til dæmis er stakið lengst til hægri í \(W\) ekki gildi vörpunarinnar \(g\):\n\n\begin{center}\n\includegraphics[width=150px]{myndir/ataek_vorpun.png}\n\end{center}",,,,,,mapping onto,,,,"surjection, surjective mapping",,,,351
ávöntun,na,kvk,Eintala,,,,,,,,(of an analytic function) defect,,,,deficiency,,,,398
á köflum,,,,,,,,,,,piecewise,,,,,,,,13
bagall,na,kk,Eintala,,,,,,,,lituus,,,,,,,,400
Baire-fall,na,hk,Eintala,,,,,,,,Baire function,,,,,,,,401
Baire-setning,na,kvk,Eintala,,,,setning Baires,,,,Baire category theorem,,,,category theorem of Baire,,,,402
bakliður,na,kk,Eintala,,,,,,,antecedent,(of a proportion or ratio) consequent,,,,succedent,,,,403
bakpokaverkefni,na,hk,Eintala,,,,,,,,knapsack problem,,,,,,,,404
Banach-algebra,na,kvk,Eintala,,,,,,,,Banach algebra,,,,,,,,405
Banach-rúm,na,hk,Eintala,,,,,,,,Banach space,,,,\(B\)-space,,,,406
bandalag,na,hk,Eintala,,,,,,,,coalition,,,,,,,,407
bandbreidd,na,kvk,Eintala,,,,,,,,band width,,,,,,,,408
bandfylki,na,hk,Eintala,,,,,,,,band matrix,,,,striped matrix,,,,409
bann,na,hk,Eintala,,,,,,,,taboo,,,,,,,,410
bannjafnvægi,na,hk,Eintala,,,,,,,,quasi-stationarity,,,,,,,,412
bannlíkindi,na,hk,Fleirtala,,,,,,,,taboo probability,,,,,,,,413
bann-,pref,,Eintala,,,,,,,,taboo,,,,,,,,411
Bartlett-próf,na,hk,Eintala,,,,,,,,Bartlett test,,,,,,,,414
baugað rúm,na,hk,Eintala,,,,,,,,ringed space,,,,,,,,415
baugamótun,na,kvk,Eintala,,,,,,,,ring homomorphism,,,,,,,,416
baugmynstur,na,hk,Eintala,,,,,,,,ring structure,,,,,,,,417
baugsútvíkkun,na,kvk,Eintala,,,,baugsvíkkun,,,"extension, extension ring, overring",ring extension,,,,,,,,418
baugur,na,kk,Eintala,,,,,,,,ring,,,,,,,,419
Bayes-ályktunaraðferð,na,kvk,Eintala,,,,,,,,Bayesian inference,,,,,,,,420
Bayes-setning,na,kvk,Eintala,,,,setning Bayes,,,,Bayes's theorem,,,,inverse probability  theorem,,,,421
Bayes-tölfræði,na,kvk,Eintala,,,,,,,,Bayesian statistics,,,,,,,,422
beinlínumynd,na,kvk,Eintala,,,,,,,,rectilinear figure,,,,,,,,429
beinlínu-,pref,,Eintala,,,,,,,,rectilinear,,,,,,,,428
beinn,ls,kk,Eintala,,,,,,,implicit,explicit,,,,,,,,430
beinn eftirkomandi,na,kk,Eintala,,,,næsti eftirkomandi,,,,direct successor,,,,"immediate successor, sequent",,,,431
beinn liður,na,kk,Eintala,,,,,,,,direct summand,,,,,,,,432
beinn stöðugleiki,na,kk,Eintala,,,,,,,,absolute stability,,,,,,,,433
beinn undanfari,na,kk,Eintala,,,,næsti undanfari,,,,direct predecessor,,,,"immediate antecedent, immediate predecessor",,,,434
beinn þáttur,na,kk,Eintala,,,,,,,,direct factor,,,,,,,,435
beint horn,na,hk,Eintala,<ref idTerm=2198>Horn</ref> kallast \textit{beint horn} ef <ref idTerm=334>armar</ref> þess eru <ref idTerm=3400>gagnstæðir</ref>. Slíkt horn <ref idTerm=2223>mælist</ref> 180 <ref idTerm=1667>gráður</ref> eða \(\pi\) <ref idTerm=478>radíana</ref>.,,,,,,,flat angle,,,,straight angle,,,,436
beint kerfi,na,hk,Eintala,,,,,,,,direct system,,,,,,,,437
beint margfeldi,na,hk,Eintala,,,,,,,"cartesian product, direct sum",direct product,,,,,,,,438
beint markgildi,na,hk,Eintala,,,,,,,limit,colimit,,,,"direct limit, inductive limit",,,,439
bein mynd,na,kvk,Eintala,,,,,,,,direct image,,,,,,,,423
bein skekkja,na,kvk,Eintala,,,,,,,,absolute error,,,,,,,,424
bein summa,na,kvk,Eintala,,,,,,,"coproduct, direct product",direct sum,,,,,,,,426
bein sönnun,na,kvk,Eintala,"<ref idTerm=4964>Sönnun</ref> á <ref idTerm=2836>leiðingu</ref> \(p \implies q\) þar sem gert er ráð fyrir að <ref idTerm=1515>yrðingin</ref> \(p\) sé <ref idTerm=6659>sönn</ref> og sýnt er með <ref idTerm=6651>rökleiðslu</ref> að þá sé \(q\) líka sönn, ólíkt <ref idTerm=3640>óbeinni sönnun</ref>.",,,,,,,direct proof,,,,,,,,425
bein þríliða,na,kvk,Eintala,,,,,,,,direct rule of three,,,,,,,,427
belti,na,hk,Eintala,,,,,,,,(of a surface of revolution) zone,,,,,,,,440
Bernoulli-dreifing,na,kvk,Eintala,,,,"tvíliðudreifing, tvíkostadreifing",,,binomial distribution,Bernoulli distribution,,,,,,,,441
Bernoulli-hending,na,kvk,Eintala,,,,,,,,Bernoulli variable,,,,"binary random variable, indicator",,,,442
Bernoulli-tala,na,kvk,Eintala,,,,,,,,Bernoulli number,,,,,,,,443
Bernoulli-tilraun,na,kvk,Eintala,,,,,,,,Bernoulli trial,,,,,,,,444
Bessel-fall,na,hk,Eintala,,,,sívalningsfall,,,,Bessel function,,,,"cylinder function, cylindrical function",,,,445
besta leikáætlun,na,kvk,Eintala,,,,besta áætlun,,,"maximum strategy, minimum strategy",optimum strategy,,,,optimal policy,,,,446
besta nálgun,na,kvk,Eintala,,,,,,,,best approximation,,,,,,,,447
bestunarverkefni,na,hk,Eintala,,,,,,,,optimization problem,,,,,,,,448
bestur,ls,kk,Eintala,,,,,,,,optimal,,,,,,,,449
betadreifing,na,kvk,Eintala,,,,,,,,beta distribution,,,,,,,,450
betafall,na,hk,Eintala,,,,,,,,beta function,,,,,,,,451
beyging,na,kvk,Eintala,,,,sveiging,,,,bending,,,,,,,,452
beygjuskilakrosspunktur,na,kk,Eintala,,,,,,,,flecnode,,,,,,,,453
biðraðafræði,na,kvk,Eintala,,,,,,,,queuing theory,,,,,,,,454
biðröð,na,kvk,Eintala,,,,,,,,\nobreak waiting line,,,,queue,,,,6559
biðröð,na,kvk,Eintala,,,,,,,,queue,,,,waiting line,,,,6560
biðtími,na,kk,Eintala,,,,,,,,\nobreak waiting time,,,,,,,,6561
bil,na,hk,Eintala,"<ref idTerm=4093>Rauntalna</ref><ref idTerm=3270>mengi</ref> \(I\) kallast \textit{bil} ef fyrir sérhver \(x, y \in I\) og \(z \in \mathbb{R}\) þannig að \(x < z < y\) gildi að \(z \in I\). Ef \(I\) á sér <ref idTerm=3490>neðra mark</ref> \(L\) kallast \(L\) \textit{vinstri endapunktur} bilsins. Sömuleiðis ef \(I\) á sér <ref idTerm=743>efra mark</ref> \(U\) þá kallast \(U\) \textit{hægri endapunktur} bilsins.","Bil geta verið af ýmsum toga eftir því hvort þau séu með endapunkta (sjá <ref idTerm=1840>hálflína</ref>) og hvort þau innihaldi síðan þá endapunkta (sjá <ref idTerm=3793>opið bil</ref>, <ref idTerm=3010>lokað bil</ref> og <ref idTerm=1844>hálfopið bil</ref>). Eftirfarandi tvær myndir sýna allar gerðir bila:\n\n\begin{center}\n\includegraphics[width=150px]{myndir/takmorkud_bil.png}\n\end{center}\n\begin{center}\n\includegraphics[width=150px]{myndir/otakmorkud_bil.png}\n\end{center}",,,,,number interval,interval,,,,,,,,457
bilanatíðni,na,kvk,Eintala,,,,óhappatíðni,,,,failure rate,,,,,,,,6563
bilanet,na,hk,Eintala,,,,,,,,interval graph,,,,,,,,6564
binda,sag,,Eintala,,,,,,,bound variable,bind,,,,,,,,6565
biti,na,,Eintala,,,,tvíundatölustafur,,,,bigit,,,,"binary digit, bit",,,,6566
bjagaður,ls,kk,Eintala,,,,"vilhallur, skakkur, hlutdrægur",,,,biased,,,,,,,,462
bjögun,na,kvk,Eintala,,,,,,,,(in analysis) deformation,,,,,,,,463
bjögun,na,kvk,Eintala,,,,togun,,,,(in topology) deformation,,,,,,,,464
blað,na,hk,Eintala,,,,,,,,leaf,,,,,,,,465
blað,na,hk,Eintala,,,,þynni,,,,sheet,,,,,,,,466
blandað hliðarskilyrði,na,,Eintala,,,,blönduð þvingun,,,,mixed constraint,,,,,,,,467
blandað jaðargildisverkefni,na,hk,Eintala,,,,,,,,mixed boundary value problem,,,,,,,,468
blandað úrtak,na,hk,Eintala,,,,,,,,mixed sample,,,,,,,,469
blandið lotutugabrot,na,hk,Eintala,,,,blandið umferðartugabrot,,,,mixed periodic decimal,,,,mixed recurring decimal,,,,470
blandinn liður,na,kk,Eintala,,,,blandaður liður,,,,mixed term,,,,,,,,473
blandinn þinur,na,kk,Eintala,,,,,,,,mixed tensor,,,,,,,,474
blandin hlutafleiða,ls,kvk,Eintala,,,,blönduð hlutafleiða,,,,mixed partial derivative,,,,,,,,471
blandin tala,ls,kvk,Eintala,,,,,,,,mixed number,,,,mixed fraction,,,,472
blendið slembiferli,na,hk,Eintala,,,,,,,,mixing stochastic process,,,,,,,,475
blöndun,na,kvk,Eintala,,,,,,,,mixing,,,,,,,,476
boðleið,na,kvk,Eintala,,,,rás,,,,channel,,,,communication channel,,,,477
